factor_de_expansion;id_hog;zona;region_de_planificacion;tipo_de_vivienda;tipo_de_tenencia_de_la_vivienda;mensualidad_pagada_por_la_vivienda;material_de_las_paredes_exteriores_de_la_vivienda;material_del_techo_de_la_vivienda;material_del_piso_de_la_vivienda;la_vivienda_tiene_cielo_raso;condicion_de_hacinamiento_segun_aposentos;total_de_aposentos_de_la_vivienda;tipo_de_conexion_al_servicio_de_internet;tenenciaCompuP;tenenciaCompuE;tenenciaCompu;tenenciaTab;tenenciaCel;tenenciaDisMov;tenenciaTIC;cantidad_de_telefonos_celulares;cantidad_de_tabletas;cantidad_de_computadoras_portatiles;cantidad_de_computadoras_de_escritorio;nivel_de_pobreza;ingreso_total_del_hogar_neto;ingreso_per_capita_del_hogar_neto;quintil_de_ingreso_per_capita_del_hogar_neto;quintil_de_ingreso_per_capita_del_hogar_por_zona;quintil_de_ingreso_per_capita_del_hogar_neto_por_region_de_planificacion;jefe_sexo;jefe_edad;jefe_estado_conyugal;jefe_nivel_de_instruccion;jefe_tipo_de_centro_educativo_al_que_asiste_o_asistio;jefe_dominio_de_un_segundo_idioma;jefe_condicion_de_actividad;jefe_ocupacion_en_el_empleo_principal_cocr_2011;jefe_condicion_de_aseguramiento;jefe_recibio_ingreso_pension_alimenticia;jefe_asistencia_a_educacion_formal;jefe_estudiante;cantidad_personas;cantidad_hombres;cantidad_mujeres;estudiantes_preescolar;estudiantes_escuela;estudiantes_colegio;estudiantes_parauniversitaria;estudiantes_universitaria;estudiantes_enseñanza_especial;estudiantes_otro_formal;estudiantes_no_formal;estudiantes;estudiantes_con_beca;total_en_becas;estudiantes_centro_publico;estudiantes_centro_privado;personas_segundo_idioma;cantidad_ocupados;cantidad_desempleados;cantidad_fuera_de_ft;menores_de_15;mayores_de_64;pensionados
358;11_1_1;Urbana;Central;En fila o contigua;Alquilada;175000;Fibrocemento (Fibrolit, Ricalit);Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por cable coaxial;No;No;No;No;Sí;Sí;Sí;4;0;0;0;No pobre;831811,5;166362,3;Q3: Más de 144395 a 240898;3;3;Hombre;40;En unión libre o juntado(a);Secundaria académica incompleta;Público;No;Ocupado;Trabajadores de los servicios y vendedores de comercios y mercados;Asalariado;No;No asiste;No;5;2;3;1;0;0;0;0;0;0;0;1;0;0;1;0;0;3;0;0;2;0;0
300;11_4_1;Urbana;Central;En fila o contigua;Alquilada;150000;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;3;NA;No;No;No;Sí;Sí;Sí;Sí;4;1;0;0;No pobre;532,324,021,346,153;177,441,340,448,718;Q3: Más de 144395 a 240898;3;3;Mujer;35;En unión libre o juntado(a);Secundaria académica incompleta;Público;No;Fuera de la fuerza de trabajo;NA;No asegurado;No;No asiste;No;3;2;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0
281;11_8_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;4;0;2;0;No pobre;474,683,333,333,333;237,341,666,666,667;Q3: Más de 144395 a 240898;3;3;Mujer;37;En unión libre o juntado(a);Secundaria académica completa;Semi-público o semioficial;Sí;Ocupado;Personal de apoyo administrativo;Asalariado;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0
221;12_5_1;Urbana;Central;Casa Independiente;Propia pagando a plazos;3.00E+05;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por fibra óptica;Sí;No;Sí;Sí;Sí;Sí;Sí;5;3;1;0;Pobreza no extrema;187200;62400;Q1: 87944 ó menos;1;1;Hombre;60;Casado(a);Educación superior de pregrado y grado;Privado;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;3;1;2;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;1;2;0;0;1
186;12_6_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;Sí;Sí;Sí;No;Sí;Sí;Sí;3;0;1;1;No pobre;924,333,333,333,333;462,166,666,666,667;Q5: Más de 459848;4;4;Mujer;64;Divorciado(a);Educación superior de pregrado y grado;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen del Magisterio, Poder Judicial, Hacienda, otro;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
181;12_8_1;Urbana;Central;Casa en condominio o residencial cerrado;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;3;Por cable coaxial;No;Sí;Sí;No;Sí;Sí;Sí;1;0;0;1;Pobreza extrema;0;0;Q1: 87944 ó menos;1;1;Mujer;41;Divorciado(a);Educación superior de pregrado y grado;Privado;Sí;Desempleado abierto;NA;Voluntario;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
291;12_9_1;Urbana;Central;En fila o contigua;Alquilada;250000;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por fibra óptica;Sí;Sí;Sí;No;Sí;Sí;Sí;4;0;1;1;No pobre;114,311,666,666,667;381,038,888,888,889;Q4: Más de 240898 a 459848;4;4;Hombre;47;Casado(a);Educación superior de pregrado y grado;Privado;Sí;Ocupado;Técnicos y profesionales de nivel medio;Asalariado;No;No asiste;No;3;2;1;0;1;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;1;0;0
294;12_10_1;Urbana;Central;En fila o contigua;Alquilada;240000;Block o ladrillo;Fibrocemento;Cemento (lujado o no);Sí;Vivienda no hacinada;1;Por fibra óptica;Sí;No;Sí;No;Sí;Sí;Sí;1;0;1;0;No pobre;2016820;2016820;Q5: Más de 459848;5;5;Mujer;43;Divorciado(a);Educación superior de pregrado y grado;Privado;No;Ocupado;Profesionales científicos e intelectuales;Asalariado;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
226;12_12_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por fibra óptica;Sí;No;Sí;No;Sí;Sí;Sí;6;0;3;0;No pobre;2028130;338,021,666,666,667;Q4: Más de 240898 a 459848;4;4;Mujer;47;Casado(a);Educación superior de pregrado y grado;Público;No;Ocupado;Oficiales, operarios y artesanos de artes mecánicas y de otros oficios;Familiar asegurado directo;No;No asiste;No;6;3;3;0;0;0;0;3;0;0;0;3;0;0;1;2;2;4;0;2;0;1;0
233;13_2_1;Urbana;Central;En fila o contigua;Propia pagando a plazos;1.00E+05;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;450000;450000;Q4: Más de 240898 a 459848;4;4;Mujer;73;Soltero(a);Secundaria académica incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Familiar asegurado directo;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
396;13_4_1;Urbana;Central;En fila o contigua;Alquilada;3.00E+05;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;297,132,333,333,333;148,566,166,666,667;Q5: Más de 459848;5;5;Hombre;51;Casado(a);Educación superior de pregrado y grado;Privado;No;Ocupado;Técnicos y profesionales de nivel medio;Asalariado;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
278;13_5_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por cable coaxial;Sí;Sí;Sí;No;Sí;Sí;Sí;5;0;1;1;No pobre;120,047,552,893,516;240,095,105,787,031;Q3: Más de 144395 a 240898;3;3;Hombre;58;Casado(a);Secundaria técnica completa;Público;No;Ocupado;Operadores de instalaciones y máquinas y ensambladores;Trabajador independiente;No;No asiste;No;5;3;2;0;0;0;0;1;0;0;0;1;0;0;0;1;1;2;1;2;0;1;1
253;13_6_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Madera;Fibras naturales (bambú, caña, chonta);Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;7;Por teléfono fijo;Sí;No;Sí;No;Sí;Sí;Sí;4;0;1;0;No pobre;977,166,666,666,667;244,291,666,666,667;Q4: Más de 240898 a 459848;3;3;Mujer;74;Soltero(a);Educación superior de pregrado y grado;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;3
301;13_7_1;Urbana;Central;En fila o contigua;Propia pagando a plazos;8.00E+05;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;7;Por cable coaxial;Sí;Sí;Sí;Sí;Sí;Sí;Sí;4;1;2;2;No pobre;5588440;186,281,333,333,333;Q5: Más de 459848;5;5;Mujer;54;Casado(a);Educación superior de posgrado;Extranjero;Sí;Ocupado;Profesionales científicos e intelectuales;Asalariado;No;No asiste;No;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;2;0;0;0
253;13_11_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;4;Por teléfono fijo;Sí;Sí;Sí;No;Sí;Sí;Sí;1;0;1;1;No pobre;2.00E+05;2.00E+05;Q3: Más de 144395 a 240898;3;3;Mujer;66;Soltero(a);Secundaria académica completa;Privado;Sí;Fuera de la fuerza de trabajo;NA;Voluntario;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0
242;14_3_1;Urbana;Central;Casa Independiente;Otra tenencia (cedida, prestada);NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;506250;168750;Q3: Más de 144395 a 240898;3;3;Mujer;97;Viudo(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;1
253;14_12_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;1;Por teléfono fijo;No;Sí;Sí;No;Sí;Sí;Sí;1;0;0;1;No pobre;101,226,666,666,667;506,133,333,333,333;Q5: Más de 459848;4;4;Hombre;62;Casado(a);Secundaria académica completa;Público;No;Fuera de la fuerza de trabajo;NA;Voluntario;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1
312;15_1_1;Urbana;Central;En fila o contigua;Propia pagando a plazos;260000;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;Sí;Sí;Sí;Sí;Sí;Sí;Sí;4;1;1;1;No pobre;4130490;1032622,5;Q5: Más de 459848;5;5;Hombre;51;Casado(a);Educación superior de posgrado;Público;No;Ocupado;Profesionales científicos e intelectuales;Asalariado;No;No asiste;No;4;3;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;2;0;1;1;1;1
284;15_2_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por cable coaxial;No;No;No;Sí;Sí;Sí;Sí;5;1;0;0;Pobreza no extrema;325000;81250;Q1: 87944 ó menos;1;1;Mujer;42;En unión libre o juntado(a);Educación superior de pregrado y grado;Privado;No;Ocupado;Profesionales científicos e intelectuales;Trabajador independiente;No;No asiste;No;4;3;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;2;0;2;0;0;0
266;15_3_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;Sí;Sí;Sí;No;Sí;Sí;Sí;4;0;2;1;No pobre;857775;285925;Q4: Más de 240898 a 459848;4;4;Hombre;46;Casado(a);Primaria completa;Público;No;Ocupado;Personal de apoyo administrativo;Asalariado;No;No asiste;No;3;1;2;0;0;0;0;1;0;0;0;1;0;0;0;1;0;2;0;1;0;0;0
279;15_5_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Cemento (lujado o no);Sí;Vivienda no hacinada;4;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;4;0;1;0;No pobre;216,666,666,666,667;216,666,666,666,667;Q3: Más de 144395 a 240898;3;3;Mujer;69;Soltero(a);Secundaria académica completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
279;15_5_2;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Cemento (lujado o no);Sí;Vivienda no hacinada;4;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;4;0;1;0;No pobre;1133015;283253,75;Q4: Más de 240898 a 459848;4;4;Hombre;35;Casado(a);Secundaria académica completa;Privado;No;Ocupado;Personal de apoyo administrativo;Asalariado;No;No asiste;No;4;3;1;1;0;1;0;0;0;0;0;2;0;0;2;0;0;2;0;1;1;0;0
279;15_6_1;Urbana;Central;En fila o contigua;Alquilada;150000;Madera;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;No pobre;607777,5;151,944,375;Q3: Más de 144395 a 240898;2;2;Mujer;37;Soltero(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Familiar asegurado directo;No;No asiste;No;4;2;2;0;2;0;0;1;0;0;0;3;0;0;3;0;0;1;0;1;2;0;0
301;15_9_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Cemento (lujado o no);Sí;Vivienda no hacinada;4;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;4;0;1;0;No pobre;310,283,333,333,333;103,427,777,777,778;Q5: Más de 459848;5;5;Hombre;51;Casado(a);Secundaria académica incompleta;Público;No;Ocupado;Oficiales, operarios y artesanos de artes mecánicas y de otros oficios;Trabajador independiente;No;No asiste;No;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0
195;16_3_1;Urbana;Central;Casa en condominio o residencial cerrado;Propia pagando a plazos;4.00E+05;Block o ladrillo;Fibrocemento;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;741,676,696,367,505;741,676,696,367,505;Q5: Más de 459848;5;5;Mujer;42;Divorciado(a);Secundaria académica completa;Privado;No;Ocupado;Técnicos y profesionales de nivel medio;Asalariado;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
214;16_7_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por cable coaxial;Sí;Sí;Sí;No;Sí;Sí;Sí;6;0;2;1;No pobre;253,218,333,333,333;844,061,111,111,111;Q5: Más de 459848;5;5;Hombre;53;Casado(a);Educación superior de pregrado y grado;Privado;Sí;Ocupado;Personal de apoyo administrativo;Asalariado;No;No asiste;No;3;1;2;0;0;0;0;1;0;0;0;1;0;0;0;1;2;2;0;1;0;0;0
188;16_7_2;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por cable coaxial;Sí;Sí;Sí;No;Sí;Sí;Sí;6;0;2;1;No pobre;425000;212500;Q3: Más de 144395 a 240898;3;3;Mujer;76;Divorciado(a);Secundaria académica incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Familiar asegurado directo;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0
266;16_10_1;Urbana;Central;Casa en condominio o residencial cerrado;Alquilada;230000;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;No pobre;341,666,666,666,667;170,833,333,333,333;Q3: Más de 144395 a 240898;3;3;Mujer;22;Soltero(a);Secundaria académica completa;Privado;Sí;Desempleado abierto;NA;No asegurado;Sí;No asiste;No;2;0;2;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0
235;17_1_1;Urbana;Central;En edificio (condominio vertical o apartamento);Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza no extrema;57200;57200;Q1: 87944 ó menos;1;1;Mujer;55;Viudo(a);Secundaria académica incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Voluntario;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
308;17_2_1;Urbana;Central;En edificio (condominio vertical o apartamento);Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por fibra óptica;Sí;No;Sí;Sí;Sí;Sí;Sí;3;1;3;0;No pobre;2,641,363,608;1,320,681,804;Q5: Más de 459848;5;5;Hombre;61;Divorciado(a);Educación superior de posgrado;Extranjero;No;Ocupado;Profesionales científicos e intelectuales;Asalariado;No;No asiste;No;2;2;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2;0;0;0;0;0
240;17_8_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;4;0;0;0;No pobre;601,666,666,666,667;150,416,666,666,667;Q3: Más de 144395 a 240898;2;2;Hombre;65;Casado(a);Primaria completa;Público;Sí;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;2;1
268;17_9_1;Urbana;Central;Casa Independiente;Otra tenencia (cedida, prestada);NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por cable coaxial;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;805480;268,493,333,333,333;Q4: Más de 240898 a 459848;3;3;Hombre;40;Casado(a);Secundaria académica completa;Público;No;Fuera de la fuerza de trabajo;NA;No asegurado;No;No asiste;No;3;2;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;2;0;0;0
279;17_11_1;Urbana;Central;Casa Independiente;Alquilada;4.00E+05;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;4;0;1;0;No pobre;1625000;541,666,666,666,667;Q5: Más de 459848;5;5;Mujer;69;Soltero(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;3
214;18_1_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;Pobreza no extrema;274569;91523;Q2: Más de 87944 a 144395;1;1;Mujer;63;Divorciado(a);Secundaria académica incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Familiar asegurado directo;No;No asiste;No;3;1;2;0;1;0;0;0;0;1;0;2;0;0;2;0;1;0;1;1;1;0;1
179;18_3_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;Sí;No;Sí;Sí;Sí;Sí;Sí;3;1;1;0;No pobre;111,550,833,333,333;557,754,166,666,667;Q5: Más de 459848;5;5;Hombre;76;Viudo(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Voluntario;No;No asiste;No;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0
171;18_4_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;7;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;4;0;0;0;No pobre;1127225;375,741,666,666,667;Q4: Más de 240898 a 459848;4;4;Mujer;75;Viudo(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Familiar asegurado directo;No;No asiste;No;3;0;3;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;2;0;2;1
214;18_6_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;No pobre;144,303,333,333,333;721,516,666,666,667;Q5: Más de 459848;5;5;Mujer;73;Viudo(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1
214;18_7_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Madera;Sí;Vivienda no hacinada;6;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;106,666,666,666,667;533,333,333,333,333;Q5: Más de 459848;5;4;Mujer;72;Divorciado(a);Secundaria académica completa;Privado;Sí;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;2
207;18_12_1;Urbana;Central;En fila o contigua;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;3;0;2;0;No pobre;400,649,166,666,667;200,324,583,333,333;Q5: Más de 459848;5;5;Mujer;70;Soltero(a);Secundaria académica completa;Público;No;Ocupado;Técnicos y profesionales de nivel medio;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;2;0;2;0;0;0;0;1;0;0;0;1;0;0;0;1;1;2;0;0;0;1;1
237;19_2_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Cemento (lujado o no);Sí;Vivienda no hacinada;5;Por dispositivos móviles (SIM);Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;Pobreza no extrema;213,833,333,333,333;106,916,666,666,667;Q2: Más de 87944 a 144395;2;2;Mujer;73;Divorciado(a);Secundaria técnica incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1
275;19_5_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;7;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;4;0;3;0;Pobreza extrema;0;0;Q1: 87944 ó menos;1;1;Mujer;48;Soltero(a);Educación superior de pregrado y grado;Privado;No;Fuera de la fuerza de trabajo;NA;Trabajador independiente;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
279;19_5_2;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;7;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;4;0;3;0;No pobre;260,498,333,333,333;651,245,833,333,333;Q5: Más de 459848;5;5;Mujer;43;Casado(a);Educación superior de posgrado;Público;Sí;Ocupado;Profesionales científicos e intelectuales;Asalariado;No;No asiste;No;4;2;2;0;2;0;0;0;0;0;0;2;0;0;0;2;2;2;0;0;2;0;0
334;19_6_1;Urbana;Central;En fila o contigua;Alquilada;1.00E+05;Fibrocemento (Fibrolit, Ricalit);Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;2;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;485,333,333,333,333;242,666,666,666,667;Q4: Más de 240898 a 459848;3;3;Mujer;36;Separado(a);Secundaria académica completa;Público;No;Ocupado;Ocupaciones elementales;Asalariado;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
392;19_9_1;Urbana;Central;En fila o contigua;Alquilada;350000;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;5;0;3;0;No pobre;583,825,666,666,667;145,956,416,666,667;Q5: Más de 459848;5;5;Hombre;58;Casado(a);Educación superior de pregrado y grado;Privado;No;Ocupado;Directores y gerentes;Asalariado;No;No asiste;No;4;3;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;2;0;1;1;0;0
294;19_12_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;4;0;2;0;No pobre;2722395;907465;Q5: Más de 459848;5;5;Mujer;75;Soltero(a);Educación superior de pregrado y grado;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen del Magisterio, Poder Judicial, Hacienda, otro;No;No asiste;No;3;0;3;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;2;0;1;1
